3780	dup	EnterWorktree/ExitWorktree通用worktree工具 — worktree族
3781	boundary	iMessage remote attachments
3782	dup	Gateway startup负载/大roster恢复+malformed cron隔离 — startup resilience
3783	cand	sched-api: REST API查usage/traces/scheduled tasks(HTTP)
3784	dup	ACP sessions统一Goal v3 runtime(create/edit/pause/resume/clear) — goal runtime
3785	dup	configurable daemon update schedules+saved threads恢复 — update schedule
3786	cand	sched-session: per-run scheduled task sessions(fresh child+unique timestamps)
3787	dup	azure-openai入Responses store override — provider routing
3788	cand	commitments: opt-in inferred follow-up commitments(hidden batched extraction,per-agent/channel)
3789	cand	prompt-override: agents.defaults.systemPromptOverride受控实验
3790	boundary	cron→Automations改名
3791	dup	cron show lookup分页bound — pagination bound
3792	boundary	expand-to-canvas+session导航
3793	dup	cron Gateway-owned+JSONL run history+isolated summary — cron ownership
3794	dup	one-shot/startup catch-up恢复+restart存活 — cron resilience
3795	dup	isolated payload.model不再allowlist时回默认 — cron fallback
3796	dup	nested cron嵌套runner work上nested lane — lane routing
3797	cand	cron-announce: isolated jobs announce delivery mode
3798	dup	legacy array jobs.json保留加载 — migration preserve
3799	cand	cron-lane: main-session scheduled work走cron-owned wake lane
3800	dup	malformed job rows跳过留doctor修 — quarantine
3801	dup	curator routine runs不花aux-model — cost optimize
3802	dup	startup避免重复plugin/channel/session检查 — startup perf
3803	dup	remote hub schedule命令注册workspace client授权 — auth fix
3804	dup	sidecars完成前defer scheduled services — startup order
3805	boundary	desktop 0.0.20含Windows/full-history search
3806	dup	active-memory recall走最强channel+managed dreaming — memory channel
3807	dup	plugin recovery+失败后restart gateway — recovery
3808	cand	sched-wake: scheduled work只在有变化时wake(事件驱动)
3809	cand	sessions-maint: sessions cleanup命令+per-agent store+disk-budget
3810	boundary	doctor-contract sidecar
3811	cand	sched-loop: /loop每轮后model决定是否继续(自适应)
3812	boundary	Telegram resolveSessionTarget hook
3813	cand	self-maintain: Curator自主评级/修剪/合并skills(后台)
3814	boundary	Web UI statistics/traces/tasks视图
3815	cand	sched-allowlist: implicit scheduled/system delivery强制allowlist路由
3816	boundary	clawdis health探针(link/latency/heartbeat)
3817	boundary	Cascade legacy entry points移除
3818	noise	cygwin source archives
