2180	boundary	panel settings删除/配置MCP servers
2181	noise	MCP settings空态误渲染修复
2182	dup	loopback custom provider保留blank API key — provider edge
2183	dup	local CLI provider auth失败指向该CLI — auth UX
2184	dup	managed external CLI OAuth凭据回写auth-profiles.json — auth persist
2185	dup	/model ...@profile锁定session+user-locked auth — profile lock
2186	dup	task_started/task_progress等独立system events — task events
2187	boundary	Cascade conversation toolbar(MCP/Preview/Deployments)
2188	dup	inherited model load errors附underlying cause — error chain
2189	dup	oauthRef Codex profiles保持可用 — auth refresh
2190	dup	codex/* image models走bounded app-server turns — media routing
2191	dup	mcpServers JSONC注释保存保留 — config fidelity
2192	dup	MultiAgentV2 thread limits冲突拒绝 — config validation
2193	cand	remote-mcp: MCP stored prompts模板支持
2194	cand	remote-mcp: mcp add figma --url免额外配置OAuth
2195	dup	Anthropic OAuth localhost callback URI — OAuth fix
2196	dup	长context中plain text tool call不中断任务 — tool parse
2197	boundary	Gemini CLI OAuth免费模型(Cloud Code Assist)
2198	dup	root worktree hooks一致+忽略repo hook/fsmonitor config — git hygiene
2199	boundary	mcp CLI改进+MCP OAuth debug
2200	dup	MCP validation过宽匹配修复 — auth matching
2201	cand	remote-mcp: tools/list_changed通知自动刷新tool list
2202	cand	remote-mcp: Elicitation(tool执行中交互prompt)
2203	dup	模型双重编码tool params修复 — param decode
2204	dup	ACP/embedded mode MCP tools不可见修复 — discovery fix
2205	boundary	MCP panel按config source分组
2206	dup	tool-result text含换行致次轮中断修复 — result hygiene
2207	dup	mcp.*配置热apply(dispose cached runtimes) — config hot reload
2208	cand	remote-mcp: streamable HTTP OAuth免feature flag
2209	dup	setup-token/token auth profiles+auth order命令 — auth CLI
2210	dup	invalid JSON tool args不再断session — error tolerance
2211	dup	仅message明示才算context-overflow — error classify
2212	cand	pdf: ClawPDF extraction+encrypted PDF+MCP structured content
2213	boundary	Google Meet OAuth/doctor flows
2214	dup	prewarm后.mcp.json project servers加载 — mcp prewarm
2215	cand	remote-mcp: streamable HTTP server支持oauth时提示mcp login
2216	dup	保留server返回tool call index — stream integrity
2217	dup	tool call params截断retry优化 — retry
2218	dup	tool discovery+image generation默认启用 — defaults
2219	cand	remote-mcp: RFC 9207 issuer identification OAuth
2220	dup	auth改oauth mid-session提示重启 — auth transition
2221	cand	remote-mcp: tool progress updates TUI/SDK
2222	boundary	native tool call feature flag
2223	dup	/steer mid-run注入note — steer已实装
2224	dup	memory mode/reset/deletion/extension cleanup控制 — memory controls
2225	boundary	Web preview panels(desktop/mobile宽度)
2226	dup	/tokens context usage — usage command
2227	cand	compaction: /model --compaction专用压缩模型
2228	dup	thread/compact async trigger RPC — compaction API
2229	dup	command output进chat时token反馈 — token feedback
