60750	boundary	PR visual previews — their SaaS
60756	boundary	sessions awaiting action — their UI
60774	boundary	git branch composer — their UI
60833	boundary	chat UI polish — their UI
60838	dup	foreground timeout warn — 超时提示已有
60862	boundary	Excel-style tables — their UI
60863	boundary	thinking duration — their UI
60886	dup	direct session shell opt-in — 门控已有
60891	boundary	tool detail collapse — their UI
60906	dup	hint to bg long commands — 后台建议已有
60910	dup	managed bg shell pool /tasks — bg jobs 已有
60911	boundary	elapsed+timeout indicator — their UI
60917	dup	Kind-based tool parallelism+readonly detect — 并行/只读识别已有
60982	dup	reviewed-repo commands in container — sandbox 评审已有
61193	dup	skills default-disabled override — skill 门控已有
61234	dup	agent reproduction workflows — workflows 已有
61244	dup	skills user-invocable frontmatter — skill 配置已有
61253	noise	ExtensionConfig description internal
61265	dup	skills parallel load+path-conditional — 条件激活已有
61291	noise	hooks ext dir files internal
61329	cand	cross-session messaging default — 跨会话消息
61340	dup	web_search per-session cap — 工具配额已有
61398	dup	session writer leases — write lease 已有
61423	boundary	Aone session PR bindings — their platform
61442	dup	cross-session inbound gate — 入站闸已有
61465	dup	session activity watermark — 水位线已有
61556	dup	writer lease opt-in — lease 已有
61565	dup	sub-session concurrency caps — 并发上限已有
61573	dup	caller-supplied sessionId — 自定义会话ID已有
61615	dup	bound persisted transcript pages — 分页界已有
61619	dup	session artifacts across restarts — 重启持久已有
61627	dup	batch session load replay — 批量回放已有
61639	dup	session status by id — 会话查询已有
61674	noise	rewind disabled warn internal
61681	dup	per-request sessionScope — 作用域覆盖已有
61745	dup	remember effort per project — 项目记忆已有
61750	dup	managed auto-memory lifecycle — memory 已有
61801	dup	natural memory references — memory 已有
61802	dup	confirm natural memory mutations — memory 已有
61803	dup	multi-fact memory save — memory 已有
61816	dup	structured channel memory — memory 已有
61836	dup	sessionless workspace remember — memory 已有
61844	dup	memory pressure diagnostics dump — memory 诊断已有
61875	dup	auto-memory+auto-dream — memory 整理已有
62010	dup	failed agents journal settle — 失败结算已有
