2980	boundary	Discord voice wake-name gating
2981	boundary	voice.allowedChannels限制
2982	boundary	voice silence grace 2.5s
2983	boundary	voice.model override LLM
2984	boundary	macOS mic entitlement
2985	boundary	feishu_doc Docx tables
2986	boundary	audio input/output设备选择
2987	dup	/v1/responses file/image inputs+tool_choice+limits — API surface
2988	dup	agent接image attachments+live image probe — media input
2989	dup	text-only primary models时images作media refs不丢弃 — media offload
2990	dup	image filenames不覆盖generic byte sniffing — sniffing
2991	dup	tool output图片shift修复 — render
2992	dup	本地image attachments暴露file paths给model — M139族已实装
2993	dup	late-joining turn handles从attach点收事件 — event attach
2994	boundary	markdown <img> tag支持
2995	dup	CSV/TSV推断+UTF-16检测+XML转义 — MIME detect
2996	dup	agent.imageModel+fallbacks配置 — image model config
2997	dup	PDF.js standard fonts从package root解析 — pdf fonts
2998	boundary	fal/OpenRouter music providers
2999	boundary	Telegram TTS入core+model-driven tags
3000	dup	ANSI/control-heavy history sanitize+长token切分 — terminal sanitize
3001	boundary	Telegram asDocument别名
3002	boundary	Tool Gateway(Nous Portal订阅工具)
3003	boundary	realtime turn-context tracking SDK
3004	boundary	WeCom image+text合并发送
3005	dup	CLI clipboard image+attachment UI — clipboard
3006	dup	iMessage attachment roots进image tool — attachment roots
3007	noise	iOS bundle id对齐
3008	boundary	macOS composer/browser sidebar
3009	dup	macOS gateway races/QR bundling/JSON5 safety — fixes batch
3010	boundary	websocket capability token hash
3011	dup	失败API请求可重试 — retry
3012	noise	format失败activity indicator提示
3013	boundary	convergence observation codes(root-cause-triage)
3014	dup	per-agent code-mode config生效 — code mode config
3015	dup	generic api_error仅transient信号才retryable — retry classify
3016	dup	AskUserQuestion参数invalid时预验证报错非空返回 — param validation
3017	dup	channel预计算message-tool-only但miss时fallback source delivery — delivery fallback
3018	dup	CDP readiness timeout可调 — browser config
3019	dup	standalone binaries built-in workflows可用 — packaging fix
3020	dup	workspace hook缺失/阻塞时清晰提示(同2628) — hook visibility
3021	dup	custom models会话统计修复 — usage count
3022	dup	未启用的desktop operation tools不进tool search — tool visibility
3023	dup	update失败后经installed CLI重启Gateway — recovery
3024	dup	file locks进程崩溃后即时回收(不再等5分钟) — lock recovery
3025	dup	OTEL变量bundling修复 — telemetry build
3026	dup	HTTP workspace adapters丢instance context修复 — context loss
3027	noise	folded directory新建崩溃修复
3028	noise	project search丢unsaved edits修复
3029	dup	cloud requirements fetch 401走auth-recovery — auth recovery
3030	dup	config precedence:settings<workspace toml<cli参数 — precedence
3031	dup	无query时file search limit生效 — search fix
3032	noise	review CLI bundle含core build
3033	noise	user-message间距修复
3034	dup	restart-loop修复(bootstrap detection+lock重取) — restart fix
3035	dup	Glob并行搜索hang修复 — search hang
3036	dup	hooks按source file去重 — hook dedupe
3037	dup	IDE editor context(active file/cursor/tabs)每条user message注入一次 — context inject
3038	dup	IOA并发刷新短暂回落修复 — refresh race
3039	dup	WorkBuddy误排ImageGen/VideoGen修复 — tool inclusion
3040	dup	--mode json退出前flush stdout — output flush
3041	noise	Kitty keyboard Caps Lock修复
3042	dup	同batch TaskCreate数字ID按序 — id ordering
3043	dup	context overflow按API turn精确截断fallback — overflow recovery
3044	boundary	QA-Lab runtime-tool drift release-check
3045	dup	Revert code only选项误隐藏修复 — revert UX
3046	dup	settings.json写操作不再覆盖原文件 — write safety
3047	boundary	Slack unfurlLinks/unfurlMedia config
3048	dup	auth/team context变化时flag-gated features即时刷新 — flag refresh
3049	dup	cancel后result event误判retry抑制修复 — cancel fix
3050	dup	cleanup后team members误标failed修复 — status fix
3051	dup	method-aware Bot API timeouts — api timeout
3052	dup	sidecar telemetry环境标识修正 — telemetry
3053	dup	IDE WebSocket handshake误判HTTP修复 — ws detect
3054	noise	WSL1 Exec format error
3055	boundary	Edit mode prompt slash commands
3056	boundary	TestFlight Fastlane flow
3057	dup	--system-prompt支持file path — flag file input
