780	dup	restart后WhatsApp captured replies接回controller — channel durability
781	dup	不外泄raw provider错误到chat channels — error hygiene
782	dup	API key写~/.clawdbot/.env共享 — env config
783	boundary	Google Live browser session WebSocket
784	dup	reasoning effort max/ultra tiers — reasoning levels已实装
785	dup	httpIdleTimeoutMs+websocketConnectTimeoutMs — timeout knobs
786	boundary	Tailscale discovery/bind mode
787	noise	Gemini image models add
788	variant	.qwen/review-context.json声明式review manifest
789	boundary	llama.cpp GGUF in-process inference
790	noise	muse-spark-1.1 provider
791	boundary	MoA first-class model
792	dup	manifest-sourced model rows+conflict reporting — model catalog
793	dup	/models选择跨transient failure保持 — model persistence
794	noise	Kimi-K2.5 model add
795	dup	Vertex ADC auth markers保留 — provider auth
796	boundary	Kilo Gateway provider
797	dup	utility-model生成session titles — session naming(feature model同源)
798	boundary	TTS openai.baseUrl config
799	dup	provider/model refs归一化后registry lookup — resolution
800	boundary	kimi web_search provider
801	boundary	/tts personas/per-agent overrides
802	boundary	WhatsApp Web media kinds
803	noise	provider model mapping npm tracking
804	dup	chat model picker+thinking-level持久 — model picker
805	dup	paginated thread history+resume+search — session history
806	boundary	DelegateTool外部client注册delegate tools
807	dup	subagent[compacted]标记恢复指引 — compaction指引
808	dup	background tasks共享控制面 — jobs/background已实装
809	dup	sandbox approval三阶段解耦 — approval staging
810	boundary	Bot Mode agents society
811	dup	subagent model config限primary/fallback — delegate config
812	boundary	Devin orchestrates Devins(管理会话)
813	noise	multi-agent相邻stream显示异常修复
814	boundary	Feishu group broadcast dispatch
815	boundary	crew member ghost avatar
816	dup	tool result序列化一致提升cache hit — cache coherence
817	dup	interrupt暂停running subagents不撂着 — abort cascade已实装
818	boundary	Kiro Crew remote crew
819	dup	loading token count为0修复 — telemetry
820	cand	secrets: Bitwarden/1Password作为secret source
821	dup	active-memory recall channel解析跳过:条目 — channel resolve
822	boundary	connected crew侧边栏聊天
823	dup	subagent progress token从cumulative改per-turn — telemetry
824	dup	parent task失败已完tool calls容错 — delegate容错
825	dup	team导航回主session修复 — UI nav
826	dup	Agent tool省subagent_type自动Fork — delegate-modes族(同43)
827	variant	/btw侧问(当前context快速提问)
828	dup	chat_turn_timeout_secs=14400默认 — turn timeout
829	dup	thinkingLevelMap per-model映射 — reasoning levels
830	boundary	host networking mode(沙箱)
